Gid	Protein content	Amylose content	Flag leaf length	Flag leaf width	Panicle number per plant	Plant height	Panicle length	Primary panicle branch number	Seed number per panicle	Florets per panicle	Panicle fertility	Seed length	Seed width	Seed volume	Seed surface area	Straighthead suseptability 
NSFTV_369	9	24.85333333	25.49166667	0.925	4.074708588	119.5	19.50909091	6.545454545	4.121743536	4.211304214	0.914	9.050966667	2.673	2.076742068	3.719954097	7.915
NSFTV_370	8.15	26.035	31.375	1.25	3.352823797	130.75	24.19166667	8.25	5.10291057	5.210032452	0.898	7.939166667	2.833308333	1.991369375	3.603613598	8.498333334
NSFTV_371	8.1	23.73333333	40.75833333	1.525	3.352823797	133.9166667	27.05833333	10.16666667	5.171430517	5.272999559	0.903	8.419166667	2.696658333	1.992691494	3.639020657	7.166666667
NSFTV_372	8.3	24.76	31.26666667	1.191666667	3.814042597	139.75	27.61666667	8	4.870095271	4.935672256	0.937	8.159518182	2.585309091	1.855920078	3.552453747	8.001666667
NSFTV_375	7.4	22.26333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_376	9.8	20.44333333	28.14166667	1.083333333	2.633087163	118.75	23.78333333	7.333333333	4.560869927	4.823636148	0.769	10.24314167	3.531991667	2.77618122	4.136928204	4.998333334
NSFTV_377	8.8	21.27666667	31.79166667	1.55	2.944438979	119.6666667	23.71666667	11.33333333	4.864324175	5.026617999	0.85	8.8848	3.153616667	2.384536747	3.867104437	7.998333334
NSFTV_378	8.5	23.42666667	30.13	1.01	3.799973502	122.9	22.51428571	8.285714286	4.760272794	4.877738621	0.889	7.91285	2.93044	2.120181533	3.674507673	NA
NSFTV_379	8.75	23.76	37.54166667	1.408333333	2.972742755	130.6666667	24.58333333	9.833333333	4.905891872	5.129405497	0.8	8.919516667	3.100966667	2.367353275	3.863243216	8.331666667
NSFTV_380	8.25	17.91333333	40.34444444	1.077777778	2.966131804	100	26.4	11.28571429	5.001706663	5.269002979	0.765	6.957	3.41615	2.271135705	3.681798401	6.165
NSFTV_381	8.8	22.3	33.3	1.716666667	2.674148649	132.5833333	31.12222222	9.888888889	5.209030676	5.48341285	0.76	7.690841667	3.390733333	2.332991432	3.752895573	7.666666667
NSFTV_384	9.25	22.52	35.94166667	1.541666667	2.885731378	128.0833333	24.21111111	10.55555556	4.912041953	5.180378069	0.765	8.70385	3.099566667	2.333048017	3.829172596	9
NSFTV_385	7.95	23.81666667	27.33636364	1.018181818	3.808512629	128.8333333	26.39	9.9	4.661722355	4.891715249	0.795	8.4533	2.843408333	2.139272712	3.723001655	8.5
NSFTV_386	7.7	16.38	33.5	1.408333333	2.978925155	113.0833333	24.10833333	10.5	5.289949117	5.512756477	0.8	8.12595	3.028033333	2.212507201	3.738752167	7.665
NSFTV_387	8.35	9.833333333	26.625	1.416666667	2.818398258	88.08333333	20.38181818	11.81818182	5.069475794	5.168415742	0.906	7.983941667	3.28515	2.367200955	3.802997634	5.166666667
NSFTV_389	10.9	16.16	36.88888889	1.544444444	2.577688383	120.5833333	26.95555556	13.77777778	5.020952261	5.624418549	0.547	7.795258333	3.315541667	2.354383426	3.7886209	7.668333334
NSFTV_391	9	20.50666667	27.24166667	1.166666667	2.813410717	101.6666667	26.0375	10.875	4.816609141	5.219372541	0.668	9.838209091	2.522709091	2.091094967	3.780690337	7.998333334
NSFTV_392	9.7	13.65666667	35.98333333	1.608333333	3.120895417	121.8333333	24.91818182	11.09090909	4.77529647	5.235958287	0.631	9.709733333	3.048116667	2.431937244	3.939706264	7.835
NSFTV_394	7.9	14.88	27.525	1.158333333	3.142714464	118.3333333	22.42222222	9.444444444	4.711166863	4.891032422	0.835	9.440883333	3.288691667	2.557645183	3.986224378	7.165
NSFTV_395	8.95	21.31	33.1	1.408333333	2.788092909	117.5	26.68333333	10.83333333	5.035869765	5.178970609	0.867	8.98575	3.295866667	2.498981439	3.930131552	7.75
NSFTV_396	8.425	25.02	22.50833333	1.175	2.935628349	91.66666667	21.85	11.16666667	5.150397236	5.293304825	0.867	9.006554545	2.5468	2.015067855	3.699522614	7.168333334
NSFTV_398	9.575	17.206	29.67777778	1.388888889	3.135494216	106.8333333	24.54444444	11.22222222	5.325716341	5.524567199	0.82	9.236033333	2.70205	2.144992246	3.771884692	7.498333334
NSFTV_399	9.45	21.13	25.3	1.275	2.696876901	94.33333333	24.03333333	12.08333333	5.270432163	5.38907173	0.888	8.841466667	2.556191667	1.984707238	3.671491871	5.335
NSFTV_400	8.05	17.195	30.8	1.4	3.044522438	109.5833333	25.3	11.83333333	5.371800143	5.487559366	0.891	9.343783333	2.744016667	2.184883929	3.797582689	7.498333334
NSFTV_616	9.6	25.525	26.33333333	1.05	3.54577861	111	33.31666667	11	4.96517292	5.411646052	0.64	10.14395	2.270733333	1.899063096	3.701097838	5.67
NSFTV_619	8.2	21.885	23.88333333	1.35	3.171085161	81.83333333	23.31666667	9.666666667	4.773505501	4.881538499	0.898	9.145033333	2.604666667	2.079243605	3.742334909	2.33
NSFTV_621	8.6	24.065	22.88333333	1.216666667	2.602689685	91.5	24.88333333	12.66666667	4.944020545	5.379897354	0.647	9.36144	2.58132	2.095253373	3.760944269	5.33
NSFTV_622	9.1	13.055	28.31666667	1.016666667	3.444682494	84.66666667	22.51666667	11.33333333	4.739118158	5.377590547	0.528	8.56675	3.116283333	2.328973827	3.822550056	6.67
NSFTV_628	9.85	20.29666667	16.2	1.25	3.004031076	75.16666667	17.73333333	6.666666667	4.288173726	4.420846627	0.876	9.632383333	2.818266667	2.285125219	3.86776177	3
NSFTV_635	8.2	22.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_636	8.2	25.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_638	8.6	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_639	7.3	19.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_640	7.4	21.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_641	9.3	18.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_642	8.3	23.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_643	10.8	17.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_644	7.3	23.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_645	9.8	13.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_647	9.2	22.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_651	8.2	24.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_652	6.9	22.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_648	8.1	25.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_12	9.7	19.89333333	38.03333333	1.433333333	3.64341708	139.5555556	31.675	11.125	4.925935293	5.180761578	0.775	8.761444444	2.563233333	1.948622341	3.640656296	6.915
NSFTV_19	8.9	23.94	25	1.425	3.731699451	121.1666667	21.725	8.5	4.58156032	4.692112116	0.895	8.075316667	3.071875	2.223560825	3.734182195	NA
NSFTV_30	7.7	24.02	30.1	0.95	3.801091445	121.4444444	22.725	9	4.765018887	4.862393051	0.907	8.477266667	2.576816667	1.96996609	3.643695094	8.668333334
NSFTV_36	7.65	15.145	33.95833333	1.166666667	3.354677366	130.25	22.80909091	13	5.295586368	5.412457411	0.89	7.940881818	3.175354545	2.292588016	3.763358672	5.998333334
NSFTV_52	14.1	NA	NA	NA	NA	87.66666667	NA	NA	NA	NA	NA	6.7088	3.474966667	2.290603601	3.673947695	9
NSFTV_54	8.3	23.715	45.33333333	1.766666667	2.735449175	133	29.11111111	14	5.240423388	5.386786015	0.864	9.477358333	2.989266667	2.392857605	3.911359285	7.833333334
NSFTV_62	8.6	17.975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.67
NSFTV_64	7.35	0.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7
NSFTV_91	9.1	20.94666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.67
NSFTV_104	8.45	8.59	27.64166667	1.125	3.139110856	110.3333333	23.625	11.41666667	4.892227063	5.028256895	0.873	6.606108333	3.321841667	2.117515765	3.556572312	7.331666667
NSFTV_159	NA	NA	NA	NA	NA	87.33333333	NA	NA	NA	NA	NA	7.7371	2.4118	1.669026704	3.43420331	NA
NSFTV_169	9.7	0	35.27142857	0.957142857	3.228826156	143.8571429	29.34285714	8.714285714	3.853182505	4.69918082	0.429	10.567725	3.48775	2.792266495	4.167776234	6.333333334
NSFTV_170	8.9	21.94333333	28.68333333	1.266666667	2.926739402	91	23.6	10.5	4.917544871	5.180846782	0.769	9.466366667	2.540116667	2.063697418	3.747436843	6.165
NSFTV_172	10.5	22.53	23.83333333	1.188888889	3.52144651	86	22.65	9.875	4.716060837	4.837003148	0.886	7.877366667	3.258775	2.331137726	3.778684547	3.833333334
NSFTV_229	8.8	18.52	28.09166667	0.958333333	3.347952867	89.08333333	17.14545455	7.090909091	4.010633518	4.356708827	0.707	9.321508333	3.707925	2.759797365	4.07301381	5.831666667
NSFTV_245	9.4	19.34666667	29.73333333	1.083333333	3.094823176	115.9166667	25.73333333	11.45454545	4.955122584	5.031744257	0.926	8.173258333	3.579341667	2.528480854	3.884739335	7.666666667
NSFTV_247	9.8	15.46333333	21.90833333	0.716666667	3.617651945	97.25	22.975	8.818181818	4.483943729	4.610986571	0.881	7.9549	3.6031	2.513428642	3.867622045	5.835
NSFTV_263	8.25	15.97333333	27.33333333	1.225	2.931193752	108.1666667	19.94545455	11.72727273	5.084223651	5.185861028	0.903	7.8336	3.766341667	2.60903065	3.911149791	5.166666667
NSFTV_265	9.85	15.515	31.31666667	1.316666667	2.818398258	127.5833333	22.35	9.375	4.946823781	5.076309534	0.879	8.284825	3.989291667	2.764833205	4.017469517	5.666666667
NSFTV_281	7.3	15.83333333	31.675	1.091666667	2.857427602	113.6666667	25.45	10.25	4.846153655	5.05465218	0.812	9.467608333	3.343166667	2.552469889	3.979669816	6.835
NSFTV_284	7.9	24.36666667	26.55833333	1.183333333	3.819542153	104	26.425	9.25	4.952888472	5.11248967	0.852	9.56905	2.580675	2.084887104	3.75593726	5.831666667
NSFTV_292	9.95	17.53333333	30.63636364	1.390909091	3.174575566	107.8181818	21.2	8.875	4.809964599	4.984229093	0.84	8.762516667	3.466158333	2.539478349	3.930791929	4.333333334
NSFTV_294	6.5	16.39	27.26666667	1.166666667	3.326234343	107.25	24.15	10.16666667	5.047716969	5.305375731	0.773	8.383208333	2.685108333	2.005521372	3.648567963	8.168333334
NSFTV_295	9.3	12.90333333	26.06666667	1.25	3.308106959	99.75	19.71666667	8.5	4.48863637	4.633109555	0.865	7.924941667	3.796775	2.609920272	3.912435087	6.666666667
NSFTV_390	9.35	22.42	34.95555556	1.477777778	3.208825489	120.1666667	31.6	12.44444444	4.529008825	5.21312252	0.505	8.814941667	2.829183333	2.144190978	3.738712725	7.998333334
NSFTV_620	8.25	16.865	32.41666667	1.383333333	3.428596356	110.1666667	28.8	11	5.177090909	5.372187215	0.823	9.744366667	2.65335	2.165137471	3.811940021	7.67
NSFTV_623	8.35	25.03	34.33333333	1.5	3.412247218	105.5	27.66666667	11	5.454608611	5.585999439	0.877	9.187516667	2.675216667	2.106371487	3.749415445	NA
NSFTV_624	8.75	22.555	31.36666667	1.1	2.685577345	98.16666667	25.83333333	13.16666667	4.715518243	5.388310405	0.51	9.06872	2.35872	1.870422764	3.630290665	5.33
NSFTV_625	8.25	22.65666667	28.15	1.05	2.782951509	102.1666667	23.3	12.83333333	4.787491743	5.321382639	0.586	9.044283333	2.3568	1.838049155	3.608351559	7
NSFTV_626	8.35	27.44	29.38333333	1.016666667	3.36729583	96.16666667	25.76666667	11.66666667	5.185521872	5.441695949	0.774	7.587733333	3.014233333	2.112721164	3.650801521	6.33
NSFTV_627	8.15	22.68333333	24.1	1.033333333	2.302585093	78.33333333	19.21666667	7.666666667	3.444682494	3.908684104	0.629	9.921	2.810216667	2.310857449	3.893308646	5.67
NSFTV_630	9.85	19.78	30.66666667	1.283333333	2.944438979	88.66666667	24.18333333	9.833333333	4.88909521	4.977882508	0.915	8.78595	2.43575	1.896912463	3.627370118	4
NSFTV_632	9.8	21.11	27.45	1.383333333	2.696876901	94.83333333	27.03333333	13	5.151362954	5.274707501	0.884	9.2707	2.525183333	2.045029084	3.73388867	NA
NSFTV_633	9.35	26.37	26.21666667	1	3.516508228	88.16666667	24.48333333	9.166666667	5.041272264	5.205836514	0.848	8.48015	2.406183333	1.839673588	3.578095462	NA
NSFTV_634	8.65	26.13	34.5	1.5	3.52144651	107.1666667	28.53333333	9.666666667	5.059425458	5.156177599	0.908	9.47815	2.648166667	2.121364929	3.773614214	NA
NSFTV_244	8.5	22.33666667	42.08888889	1.288888889	3.251665648	100.5	30.6	12.85714286	4.968423445	5.479712568	0.6	9.576363636	2.889827273	2.299389082	3.866590589	6.668333334
NSFTV_135	9.2	19.615	35.16666667	1.616666667	2.708050201	99.08333333	23.80909091	11.54545455	4.925275445	5.181272695	0.774	9.054366667	3.229658333	2.454377279	3.913285209	7.498333334
NSFTV_326	7.95	24.62	44.775	1.45	3.73369347	125.4444444	30.13333333	9.583333333	5.150397236	5.202173506	0.95	7.658066667	2.746225	1.931459816	3.561737841	7.331666667
NSFTV_37	7.6	21.09	24.91666667	1.191666667	2.552045953	101.5833333	26.05555556	13.44444444	5.251225759	5.407171771	0.856	9.258	2.571183333	2.052351866	3.732223266	5
NSFTV_629	8.75	17.96	21.8	0.925	3.079613758	98	20.15	9.25	4.995521656	5.079850363	0.919	9.7649	2.5815	2.129760299	3.79855415	7.33
NSFTV_342	8.1	16.38333333	36.23333333	1.408333333	2.931193752	118.0833333	25.12222222	11.11111111	5.196038517	5.525452939	0.719	8.109954545	3.013809091	2.182206305	3.72050144	7.668333334
NSFTV_319	7.4	23.00666667	30.4	1.381818182	3.496507561	127.2727273	25.94	6.9	4.812184355	4.874433673	0.94	7.7991	3.254908333	2.27676545	3.736859171	NA
NSFTV_90	8.15	0.095	27.3	1.15	3.826663156	127.1666667	25.66363636	9.818181818	4.750450471	4.868932075	0.888	7.897816667	3.239491667	2.310393693	3.768750801	8.168333334
NSFTV_327	7.9	NA	24.71666667	0.958333333	3.723683376	117.5	23.36363636	7.75	4.48863637	4.567468319	0.924	8.0125	2.960275	2.139619986	3.687759035	NA
NSFTV_322	7.5	25.93333333	31.71818182	1.354545455	3.447338538	125	24.27	8	4.899195732	4.94875989	0.952	8.448358333	2.774625	2.052040368	3.67534114	NA
NSFTV_112	7.65	22.745	33.67	1.05	3.438011355	151.4285714	27.62222222	10.66666667	4.893760936	5.062019493	0.845	8.7536	2.245333333	1.696891553	3.524225895	8.335
NSFTV_352	7.8	19.90666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSFTV_231	9.65	23.82	17.84166667	1.041666667	4.171819874	75.08333333	19.80833333	8.833333333	4.334017415	4.406719247	0.93	7.757816667	3.02635	2.169542152	3.689727636	5.498333334
NSFTV_227	8.25	24.67333333	31.29166667	1.133333333	3.208825489	145.9166667	27.975	8	4.905891872	5.064702515	0.853	8.33975	3.425516667	2.479018515	3.879284915	NA
NSFTV_167	8.9	22.11	30.375	1.341666667	3.028522096	90.33333333	26.81666667	11.25	4.603502129	5.215841145	0.542	9.16464	2.53908	1.991794053	3.692071853	5.833333334
NSFTV_253	8.3	17.77666667	23.86666667	1.333333333	2.995732274	110.8888889	20.21666667	11.83333333	4.815566164	5.061539624	0.782	8.012216667	2.947133333	2.137452948	3.689285413	6.835
NSFTV_246	9.35	24.17	22.79166667	0.891666667	3.54337187	125	20.59090909	6.727272727	4.632077639	4.659141709	0.973	7.791483333	3.058958333	2.202328198	3.710669077	NA
NSFTV_239	8.9	13.54	26.3	1.455555556	2.756840365	106.8888889	24.6875	10.125	4.734442522	4.888090941	0.858	9.001075	3.558016667	2.624792377	3.989846792	4.833333334
NSFTV_397	8.875	22.622	29.125	1.158333333	2.679879324	91.83333333	22.5625	13.625	5.167380009	5.416504361	0.779	9.16204	2.44306	1.95669747	3.678828108	2.666666667
NSFTV_618	9.1	15.885	27.93333333	1.4	3.308106959	86.83333333	20.15	10.16666667	4.8978398	5.11599581	0.804	7.73225	3.230666667	2.294378175	3.752596935	3.33
NSFTV_373	10.05	21.47333333	28.85	0.933333333	3.550574783	166.6666667	33.3	9	4.42384813	4.880273476	0.634	10.393075	2.396258333	2.014317293	3.772967239	8.665
NSFTV_260	9.65	22.80333333	32.13333333	1	3.251665648	168	32.86666667	8.333333333	4.543294782	4.87866113	0.715	9.343808333	2.827325	2.217701451	3.807218076	8.331666667
NSFTV_338	8.15	16.52666667	31.275	1.058333333	2.999890284	111.6666667	23.2	9.636363636	4.862627325	5.00027882	0.871	7.518025	3.688066667	2.505234738	3.835603338	5.501666667
NSFTV_249	9.15	16.69666667	29.3	1.308333333	3.326234343	103.25	23.28333333	8.166666667	4.55562974	4.967495801	0.662	8.297590909	3.849690909	2.707252307	3.98823545	5.666666667
NSFTV_388	8.45	16.01666667	31.35454545	1.054545455	3.207906793	96.18181818	24.08	10.3	4.952299717	5.236441963	0.753	7.258427273	3.240109091	2.24821722	3.692823937	4.668333334
NSFTV_365	8.8	13.08666667	26.775	1.083333333	3.311151101	88.91666667	22.675	10	4.944614193	5.068379956	0.884	7.867766667	3.159616667	2.283350454	3.756407058	5.168333334
NSFTV_307	8.4	15.40666667	27.125	1.191666667	2.674148649	101.5833333	18.28333333	11.33333333	4.779123493	4.92180408	0.867	7.7673	3.790063636	2.579692588	3.881730045	5.331666667
NSFTV_21	7.85	24.76333333	34.69166667	0.966666667	4.108137884	127.25	27.43333333	10.88888889	4.985887124	5.128582925	0.867	7.103891667	3.213966667	2.172528608	3.645425092	8.835
NSFTV_256	8.85	18.43	27.88333333	1.008333333	3.463128339	100.6666667	18.1125	8.875	4.354375103	4.506855497	0.859	8.1721	3.530291667	2.520113576	3.892080468	7.001666667
NSFTV_339	8	23.60333333	41.03333333	1.008333333	3.915350796	147.25	25.03333333	9.666666667	4.620506526	4.865434345	0.783	8.348808333	3.164966667	2.313908243	3.793667493	7.501666667
NSFTV_133	7.2	0.395	35.125	1.1625	2.95099638	119.25	25.7375	12	5.324837576	5.584435717	0.771	7.322225	3.6131875	2.398777838	3.759243843	5.998333334
NSFTV_216	7.35	19.18333333	30.80833333	0.929166667	3.663561646	103.3333333	21.82222222	9.777777778	4.932509939	5.101528018	0.844	7.008625	3.43315	2.303262364	3.702676954	6.498333334

